ID,Firstname,Lastname,Sponsor,Notes,Citation
478,Isaiah,Thomas,Zamst,2016/8/30 ~ ?,
479,Isaiah,Thomas,Sneakers,,
480,Isaiah,Thomas,Boss,,
479,Klay,Thompson,Nike,,
480,Klay,Thompson,Anta Sports Products,"2015/2 ~ 2026 a 10-year deal with Chinese shoe brand, Anta, worth $80 million.",
481,Klay,Thompson,Panini,,
482,Klay,Thompson,BodyArmor,,
483,Klay,Thompson,Electronic Arts,,
484,Klay,Thompson,Gillette,,
485,Klay,Thompson,Stance,,
486,Klay,Thompson,BMW Group,,
487,Klay,Thompson,Fanatics,,
488,Klay,Thompson,Opus Bank,,
489,Klay,Thompson,Rastaclat bracelets,,
480,Tristan,Thompson,Beats by dre,,
481,Tristan,Thompson,Compex,,
482,Tristan,Thompson,Tim Hortons,,
483,Tristan,Thompson,Neiman Marcus,,
484,Tristan,Thompson,Nike,,
485,Tristan,Thompson,Mountain Dew,,
486,Tristan,Thompson,Moët & Chandon Nectar Imperial Rose,,
483,Karl-Anthony,Towns,Nike,,
484,Karl-Anthony,Towns,Panini,,
485,Karl-Anthony,Towns,Beats By Dre,,
486,Karl-Anthony,Towns,Gatorade,,
487,Karl-Anthony,Towns,ProCamp/Hyvee,,
488,Karl-Anthony,Towns,2K Sports,,
489,Karl-Anthony,Towns,Jack Link's Beef Jerky,,
490,Karl-Anthony,Towns,Kit Kat,,
491,Karl-Anthony,Towns,Verizon,,
492,Karl-Anthony,Towns,Call of Duty (Video Game),,
484,P.J.,Tucker,Nike,,
491,Fred,VanVleet,Adidas,,
495,Dwyane,Wade,Li-Ning,2012 ~,
496,Dwyane,Wade,Converse,2004 ~ ?,
497,Dwyane,Wade,Nike Jordan Brand,2009 ~ 2012,
498,Dwyane,Wade,Gatorade,,
499,Dwyane,Wade,Hublot,,
500,Dwyane,Wade,Mission Athletecare,,
501,Dwyane,Wade,The Tie Bar,,
502,Dwyane,Wade,Stance,,
503,Dwyane,Wade,Sandals Resorts,,
504,Dwyane,Wade,New Era,,
505,Dwyane,Wade,Lids,,
506,Dwyane,Wade,DSquared2,,
507,Dwyane,Wade,Panini,,
497,Kemba,Walker,Under Armour,,
498,Kemba,Walker,Jordan Brand,,
498,John,Wall,Reebok,"a five-year, $25 million deal with Reebok (owned by Adidas), but left due to injuries early in his career and pain caused by his signature Reebok shoe",
499,John,Wall,Adidas,"a five-year endorsement deal with Adidas in 2018; a base of $4.825M in '17-18;""increases marginally"" and returns to $4.825M in '21-22;""earn millions more if he meets various bonuses.""; ""receive a base salary increase"" of $1M if he is named league MVP, and a $250,000 base increase for an All-NBA first team selection; ""injured and unable to perform,"" he is subject to ""no reductions or pro-rations for the first two years;"" Not until '19-20 must he ""play a minimum of 60 games to avoid pro-ration""",
500,John,Wall,Disney XD,,
501,John,Wall,McDonald’s,,
508,Russell,Westbrook,True Religion Apparel,,
509,Russell,Westbrook,Samsung Electronics,,
510,Russell,Westbrook,PepsiCo,,
511,Russell,Westbrook,Nike,a five-year deal he signed in 2013,
512,Russell,Westbrook,Nike Jordan Brand,a 10-year extension that would keep him with Nike’s Jordan Brand through the 2025-26 season,
513,Russell,Westbrook,Mountain Dew,,
513,Hassan,Whiteside,Nike,,
514,Hassan,Whiteside,Panini,,
515,Hassan,Whiteside,Harman International,,
514,Andrew,Wiggins,Adidas,worth at least US$2 million annually,
515,Andrew,Wiggins,Fitbit,,
516,Andrew,Wiggins,BioSteel,,
520,Lou,Williams,Peak,,
521,Lou,Williams,Ethika,,
522,Lou,Williams,FAMJUICE,,
523,Lou,Williams,Connect Inmate,,
524,Lou,Williams,Lyft,,
525,Lou,Williams,HookahBoyz,,
526,Justise,Winslow,Adidas,,
534,Nick,Young,Adidas,,
58,Devin,Booker,Nike,,
70,Jaylen,Brown,Adidas,,
79,Jimmy,Butler,Adidas,,
80,Jimmy,Butler,Nike Jordan Brand,,
98,Jordan,Clarkson,Smart Bro,,
7,LaMarcus,Aldridge,Panini,,
8,LaMarcus,Aldridge,Nike Jordan Brand,,
9,LaMarcus,Aldridge,HE Butt Grocery,,
10,LaMarcus,Aldridge,Gunn Automotive,,
87,Vince,Carter,Puma,,
88,Vince,Carter,Nike,,
94,Tyson,Chandler,Nike,,
